"Cand_ID";"ideology";"Amt";"Cand_name";"party"
"N00001955";"D6000";3500.0;" Ben Cardin (D) ";" D "
"N00001955";"D9000";3450.0;" Ben Cardin (D) ";" D "
"N00001955";"E1110";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"E1150";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"E1160";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"E1170";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"E1190";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"E1320";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"E1600";9750.0;" Ben Cardin (D) ";" D "
"N00001955";"E1610";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"E1620";7000.0;" Ben Cardin (D) ";" D "
"N00001955";"E1630";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"E1700";4000.0;" Ben Cardin (D) ";" D "
"N00001955";"E5000";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"F0000";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"F1100";11000.0;" Ben Cardin (D) ";" D "
"N00001955";"F1300";6000.0;" Ben Cardin (D) ";" D "
"N00001955";"F1400";1500.0;" Ben Cardin (D) ";" D "
"N00001955";"F2000";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"F2100";26500.0;" Ben Cardin (D) ";" D "
"N00001955";"F2110";6000.0;" Ben Cardin (D) ";" D "
"N00001955";"F2200";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"F2300";3000.0;" Ben Cardin (D) ";" D "
"N00001955";"F2400";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"F2500";6000.0;" Ben Cardin (D) ";" D "
"N00001955";"F3000";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"F3100";22000.0;" Ben Cardin (D) ";" D "
"N00001955";"F3200";27000.0;" Ben Cardin (D) ";" D "
"N00001955";"F3300";33000.0;" Ben Cardin (D) ";" D "
"N00001955";"F3400";11500.0;" Ben Cardin (D) ";" D "
"N00001955";"F4100";21500.0;" Ben Cardin (D) ";" D "
"N00001955";"F4200";6000.0;" Ben Cardin (D) ";" D "
"N00001955";"F4500";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"F4600";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"F5100";27500.0;" Ben Cardin (D) ";" D "
"N00001955";"F5300";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"F5500";9500.0;" Ben Cardin (D) ";" D "
"N00001955";"G0000";3000.0;" Ben Cardin (D) ";" D "
"N00001955";"G1000";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"G1200";2750.0;" Ben Cardin (D) ";" D "
"N00001955";"G2400";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"G2500";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"G2850";15000.0;" Ben Cardin (D) ";" D "
"N00001955";"G2900";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"G3500";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"G4100";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"G4300";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"G4900";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"G5230";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"G5240";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"G5250";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"G5270";5500.0;" Ben Cardin (D) ";" D "
"N00001955";"G5300";10000.0;" Ben Cardin (D) ";" D "
"N00001955";"G6400";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"H0000";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"H1100";22500.0;" Ben Cardin (D) ";" D "
"N00001955";"H1110";7000.0;" Ben Cardin (D) ";" D "
"N00001955";"H1120";7500.0;" Ben Cardin (D) ";" D "
"N00001955";"H1130";37000.0;" Ben Cardin (D) ";" D "
"N00001955";"H1400";16000.0;" Ben Cardin (D) ";" D "
"N00001955";"H1700";15500.0;" Ben Cardin (D) ";" D "
"N00001955";"H1710";7000.0;" Ben Cardin (D) ";" D "
"N00001955";"H1750";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"H2100";15000.0;" Ben Cardin (D) ";" D "
"N00001955";"H2200";14000.0;" Ben Cardin (D) ";" D "
"N00001955";"H3000";500.0;" Ben Cardin (D) ";" D "
"N00001955";"H3100";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"H3200";10500.0;" Ben Cardin (D) ";" D "
"N00001955";"H3400";4000.0;" Ben Cardin (D) ";" D "
"N00001955";"H3700";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"H3900";5000.0;" Ben Cardin (D) ";" D "
"N00001955";"H4000";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"H4100";18500.0;" Ben Cardin (D) ";" D "
"N00001955";"H4300";10000.0;" Ben Cardin (D) ";" D "
"N00001955";"H4400";12500.0;" Ben Cardin (D) ";" D "
"N00001955";"J1200";600.0;" Ben Cardin (D) ";" D "
"N00001955";"J2100";158000.0;" Ben Cardin (D) ";" D "
"N00001955";"J2300";2000.0;" Ben Cardin (D) ";" D "
"N00001955";"J5100";38700.0;" Ben Cardin (D) ";" D "
"N00001955";"J7150";3000.0;" Ben Cardin (D) ";" D "
"N00001955";"J7200";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"J7500";10750.0;" Ben Cardin (D) ";" D "
"N00001955";"J7600";1000.0;" Ben Cardin (D) ";" D "
